,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives
0xdacf5fa19b1f720111609043ac67a9818262850c000000000000000000000635,mainnet,osETH/wETH-BPT,136.06,60.15,32.39,0,0,0,-92.54,0
0x2e848426aec6dbf2260535a5bea048ed94d9ff3d000000000000000000000536,mainnet,wbETH-wstETH,0.00,0.00,0.00,0,0,0,0.00,0
0x70d5e3234f6329c1d5a26796dcf4e109d69a34880000000000000000000005e7,mainnet,uniETH/wstETH/rETH,0.00,0.00,0.00,0,0,0,0.00,0
0x5f1f4e50ba51d723f12385a8a9606afc3a0555f5000200000000000000000465,mainnet,50wstETH-50LDO,0.00,0.00,0.00,0,0,0,0.00,0
0x1ee442b5326009bb18f2f472d3e0061513d1a0ff000200000000000000000464,mainnet,50rETH-50BADGER,0.00,0.00,0.00,0,0,0,0.00,0
0xbad20c15a773bf03ab973302f61fabcea5101f0a000000000000000000000034,gnosis,bb-WETH-wstETH,4489.60,7024.78,3782.57,10807.35,5887.13,4920.22,0,0
0xfb4c2e6e6e27b5b4a07a36360c89ede29bb3c9b6000000000000000000000026,base,cbETH/WETH,375.03,425.19,228.95,698.62,0,698.62,44.48,0
0xc771c1a5905420daec317b154eb13e4198ba97d0000000000000000000000023,base,rETH-WETH-BPT,350.96,397.90,214.25,653.78,0,653.78,41.63,0
0x0c659734f1eef9c63b7ebdf78a164cdd745586db000000000000000000000046,base,USDC/USDbC/axlUSDC,49.37,55.97,30.14,0,0,0,-86.11,0
0xfd2620c9cfcec7d152467633b3b0ca338d3d78cc00000000000000000000001c,avalanche,sAVAX-WAVAX-BPT,13480.55,4420.15,2380.08,7176.92,3909.51,3267.41,376.69,0
0xc13546b97b9b1b15372368dc06529d7191081f5b00000000000000000000001d,avalanche,ggAVAX-WAVAX-BPT,4062.55,1332.07,717.27,2162.85,1178.18,984.67,113.51,0
0x9fa6ab3d78984a69e712730a2227f20bcc8b5ad900000000000000000000001f,avalanche,yyAVAX-WAVAX-BPT,937.05,307.25,165.44,0,0,0,-472.69,0
0xb26f0e66317846bd5fe0cbaa1d269f0efeb05c9600000000000000000000001e,avalanche,USDC-USDT-BPT,34.71,11.38,6.13,0,0,0,-17.51,0
0x32df62dc3aed2cd6224193052ce665dc181658410002000000000000000003bd,arbitrum,RDNT-WETH,8978.10,3450.84,1858.14,5309.61,2891.98,2417.63,0.62,0
0x4a2f6ae7f3e5d715689530873ec35593dc28951b000000000000000000000481,arbitrum,wstETH/rETH/cbETH,7330.82,2817.69,1517.22,0,0,0,0,-4334.91
0x9791d590788598535278552eecd4b211bfc790cb000000000000000000000498,arbitrum,wstETH-WETH-BPT,6252.05,2403.05,1293.95,3697.43,2013.88,1683.55,0.43,0
0x3fd4954a851ead144c2ff72b1f5a38ea5976bd54000000000000000000000480,arbitrum,ankrETH/wstETH-BPT,5057.37,1943.86,1046.69,2990.91,1629.06,1361.85,0.35,0
0x451b0afd69ace11ec0ac339033d54d2543b088a80000000000000000000004d5,arbitrum,plsRDNT-Stable,4904.28,1885.02,1015.01,2900.37,1579.74,1320.63,0.34,0
0xade4a71bb62bec25154cfc7e6ff49a513b491e81000000000000000000000497,arbitrum,rETH-WETH-BPT,4380.71,1683.78,906.65,0,0,0,0,-2590.43
0x0c8972437a38b389ec83d1e666b69b8a4fcf8bfd00000000000000000000049e,arbitrum,wstETH/rETH/sfrxETH,3737.66,1436.61,773.56,0,0,0,0,-2210.18
0x2ce4457acac29da4736ae6f5cd9f583a6b335c270000000000000000000004dc,arbitrum,sFRAX/4POOL,2892.74,1111.86,598.69,1710.75,931.80,778.95,0.20,0
0x423a1323c871abc9d89eb06855bf5347048fc4a5000000000000000000000496,arbitrum,4POOL-BPT,1600.25,615.08,331.19,946.38,515.58,430.80,0.11,0
0xa1a8bf131571a2139feb79401aa4a2e9482df6270002000000000000000004b4,arbitrum,50wstETH/50-4Pool,3.47,1.33,0.72,0,0,0,-2.05,0
0x2d6ced12420a9af5a83765a8c48be2afcd1a8feb000000000000000000000500,arbitrum,cbETH/rETH/wstETH,0.04,0.02,0.01,4334.93,2361.37,1973.56,0.00,4334.91
0xd0ec47c54ca5e20aaae4616c25c825c7f48d40690000000000000000000004ef,arbitrum,rETH/wETH BPT,0.00,0.00,0.00,2590.43,1411.09,1179.34,0.00,2590.43
0xc2598280bfea1fe18dfcabd21c7165c40c6859d30000000000000000000004f3,arbitrum,wstETH/sfrxETH,0.00,0.00,0.00,2210.18,1203.96,1006.22,0.00,2210.18
0x9f8ed1acfe0c863381b9081aff2144fc867aa7730002000000000000000004d4,arbitrum,50ANKR/50ankrETH,0.00,0.00,0.00,0,0,0,0.00,0
