,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives
0x52b69d6b3eb0bd6b2b4a48a316dfb0e1460e67e40002000000000000000005f3,mainnet,ECLP-R-sDAI,496.05,365.63,196.88,564.03,0,564.03,1.52,0
0x5f1f4e50ba51d723f12385a8a9606afc3a0555f5000200000000000000000465,mainnet,50wstETH-50LDO,136.88,100.89,54.33,0,0,0,-155.22,0
0x40c806394d03d350420d13cd7d1de1c806f349560000000000000000000005f5,mainnet,qETH/WETH,73.56,54.22,29.20,0,0,0,-83.42,0
0xbad20c15a773bf03ab973302f61fabcea5101f0a000000000000000000000034,gnosis,bb-WETH-wstETH,3585.53,2595.59,1397.63,3993.22,1662.86,2330.36,0,0
0xfb4c2e6e6e27b5b4a07a36360c89ede29bb3c9b6000000000000000000000026,base,cbETH/WETH,1990.02,1332.78,717.65,2257.39,1060.80,1196.59,206.96,0
0xc771c1a5905420daec317b154eb13e4198ba97d0000000000000000000000023,base,rETH-WETH-BPT,550.57,368.74,198.55,624.55,0,624.55,57.26,0
0x0c659734f1eef9c63b7ebdf78a164cdd745586db000000000000000000000046,base,USDC/USDbC/axlUSDC,256.43,171.74,92.48,0,0,0,-264.22,0
0xfd2620c9cfcec7d152467633b3b0ca338d3d78cc00000000000000000000001c,avalanche,sAVAX-WAVAX-BPT,3965.15,1134.28,610.76,1971.55,898.29,1073.26,226.51,0
0xc13546b97b9b1b15372368dc06529d7191081f5b00000000000000000000001d,avalanche,ggAVAX-WAVAX-BPT,1704.51,487.59,262.55,847.52,0,847.52,97.37,0
0x9fa6ab3d78984a69e712730a2227f20bcc8b5ad900000000000000000000001f,avalanche,yyAVAX-WAVAX-BPT,557.60,159.51,85.89,0,0,0,-245.40,0
0xb26f0e66317846bd5fe0cbaa1d269f0efeb05c9600000000000000000000001e,avalanche,USDC-USDT-BPT,178.32,51.01,27.47,0,0,0,-78.48,0
0x55bec22f8f6c69137ceaf284d9b441db1b9bfedc000200000000000000000011,avalanche,BPT,0.00,0.00,0.00,0,0,0,0.00,0
0x32df62dc3aed2cd6224193052ce665dc181658410002000000000000000003bd,arbitrum,RDNT-WETH,15269.86,6375.23,3432.82,10010.45,4084.29,5926.16,202.40,0
0x4a2f6ae7f3e5d715689530873ec35593dc28951b000000000000000000000481,arbitrum,wstETH/rETH/cbETH,5722.48,2389.16,1286.47,3751.48,1530.62,2220.86,75.85,0
0x3fd4954a851ead144c2ff72b1f5a38ea5976bd54000000000000000000000480,arbitrum,ankrETH/wstETH-BPT,2622.55,1094.93,589.58,1719.26,701.46,1017.80,34.76,0
0x9791d590788598535278552eecd4b211bfc790cb000000000000000000000498,arbitrum,wstETH-WETH-BPT,2534.20,1058.04,569.71,1661.34,677.83,983.51,33.59,0
0xade4a71bb62bec25154cfc7e6ff49a513b491e81000000000000000000000497,arbitrum,rETH-WETH-BPT,1947.77,813.20,437.88,1276.90,520.98,755.92,25.81,0
0x423a1323c871abc9d89eb06855bf5347048fc4a5000000000000000000000496,arbitrum,4POOL-BPT,579.71,242.03,130.32,0,0,0,-372.36,0
0x0c8972437a38b389ec83d1e666b69b8a4fcf8bfd00000000000000000000049e,arbitrum,wstETH/rETH/sfrxETH,0.04,0.02,0.01,0,0,0,-0.03,0
0x6b9f3f6b9054a45702d3f2c6e3d32a60204934cb0000000000000000000004a7,arbitrum,USDF/USDC,0.01,0.00,0.00,0,0,0,-0.01,0
